PassengerId,Survived,Age,SibSp,Parch,Fare,FamilySize,Sex_male,Embarked_Q,Embarked_S,Pclass_2,Pclass_3,Title_Miss,Title_Mlle,Title_Mme,Title_Mr,Title_Mrs,Title_Ms,Title_Rare,Pclass,Embarked
1,0,22.0,1,0,7.25,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
2,1,38.0,1,0,71.2833,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
3,1,26.0,0,0,7.925,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
4,1,35.0,1,0,53.1,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
5,0,35.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
6,0,28.0,0,0,8.4583,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
7,0,54.0,0,0,51.8625,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
8,0,2.0,3,1,21.075,5,True,False,True,False,True,False,False,False,False,False,False,False,3,S
9,1,27.0,0,2,11.1333,3,False,False,True,False,True,False,False,False,False,True,False,False,3,S
10,1,14.0,1,0,30.0708,2,False,False,False,True,False,False,False,False,False,True,False,False,2,C
11,1,4.0,1,1,16.7,3,False,False,True,False,True,True,False,False,False,False,False,False,3,S
12,1,58.0,0,0,26.55,1,False,False,True,False,False,True,False,False,False,False,False,False,1,S
13,0,20.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
14,0,39.0,1,5,31.275,7,True,False,True,False,True,False,False,False,True,False,False,False,3,S
15,0,14.0,0,0,7.8542,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
16,1,55.0,0,0,16.0,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
17,0,2.0,4,1,29.125,6,True,True,False,False,True,False,False,False,False,False,False,False,3,Q
18,1,28.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
19,0,31.0,1,0,18.0,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
20,1,28.0,0,0,7.225,1,False,False,False,False,True,False,False,False,False,True,False,False,3,C
21,0,35.0,0,0,26.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
22,1,34.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
23,1,15.0,0,0,8.0292,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
24,1,28.0,0,0,35.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
25,0,8.0,3,1,21.075,5,False,False,True,False,True,True,False,False,False,False,False,False,3,S
26,1,38.0,1,5,31.3875,7,False,False,True,False,True,False,False,False,False,True,False,False,3,S
27,0,28.0,0,0,7.225,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
28,0,19.0,3,2,263.0,6,True,False,True,False,False,False,False,False,True,False,False,False,1,S
29,1,28.0,0,0,7.8792,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
30,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
31,0,40.0,0,0,27.7208,1,True,False,False,False,False,False,False,False,False,False,False,True,1,C
32,1,28.0,1,0,146.5208,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
33,1,28.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
34,0,66.0,0,0,10.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
35,0,28.0,1,0,82.1708,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
36,0,42.0,1,0,52.0,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
37,1,28.0,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
38,0,21.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
39,0,18.0,2,0,18.0,3,False,False,True,False,True,True,False,False,False,False,False,False,3,S
40,1,14.0,1,0,11.2417,2,False,False,False,False,True,True,False,False,False,False,False,False,3,C
41,0,40.0,1,0,9.475,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
42,0,27.0,1,0,21.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
43,0,28.0,0,0,7.8958,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
44,1,3.0,1,2,41.5792,4,False,False,False,True,False,True,False,False,False,False,False,False,2,C
45,1,19.0,0,0,7.8792,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
46,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
47,0,28.0,1,0,15.5,2,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
48,1,28.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
49,0,28.0,2,0,21.6792,3,True,False,False,False,True,False,False,False,True,False,False,False,3,C
50,0,18.0,1,0,17.8,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
51,0,7.0,4,1,39.6875,6,True,False,True,False,True,False,False,False,False,False,False,False,3,S
52,0,21.0,0,0,7.8,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
53,1,49.0,1,0,76.7292,2,False,False,False,False,False,False,False,False,False,True,False,False,1,C
54,1,29.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
55,0,65.0,0,1,61.9792,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
56,1,28.0,0,0,35.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
57,1,21.0,0,0,10.5,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
58,0,28.5,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
59,1,5.0,1,2,27.75,4,False,False,True,True,False,True,False,False,False,False,False,False,2,S
60,0,11.0,5,2,46.9,8,True,False,True,False,True,False,False,False,False,False,False,False,3,S
61,0,22.0,0,0,7.2292,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
62,1,38.0,0,0,80.0,1,False,False,True,False,False,True,False,False,False,False,False,False,1,S
63,0,45.0,1,0,83.475,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
64,0,4.0,3,2,27.9,6,True,False,True,False,True,False,False,False,False,False,False,False,3,S
65,0,28.0,0,0,27.7208,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
66,1,28.0,1,1,15.2458,3,True,False,False,False,True,False,False,False,False,False,False,False,3,C
67,1,29.0,0,0,10.5,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
68,0,19.0,0,0,8.1583,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
69,1,17.0,4,2,7.925,7,False,False,True,False,True,True,False,False,False,False,False,False,3,S
70,0,26.0,2,0,8.6625,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
71,0,32.0,0,0,10.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
72,0,16.0,5,2,46.9,8,False,False,True,False,True,True,False,False,False,False,False,False,3,S
73,0,21.0,0,0,73.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
74,0,26.0,1,0,14.4542,2,True,False,False,False,True,False,False,False,True,False,False,False,3,C
75,1,32.0,0,0,56.4958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
76,0,25.0,0,0,7.65,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
77,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
78,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
79,1,0.83,0,2,29.0,3,True,False,True,True,False,False,False,False,False,False,False,False,2,S
80,1,30.0,0,0,12.475,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
81,0,22.0,0,0,9.0,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
82,1,29.0,0,0,9.5,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
83,1,28.0,0,0,7.7875,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
84,0,28.0,0,0,47.1,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
85,1,17.0,0,0,10.5,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
86,1,33.0,3,0,15.85,4,False,False,True,False,True,False,False,False,False,True,False,False,3,S
87,0,16.0,1,3,34.375,5,True,False,True,False,True,False,False,False,True,False,False,False,3,S
88,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
89,1,23.0,3,2,263.0,6,False,False,True,False,False,True,False,False,False,False,False,False,1,S
90,0,24.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
91,0,29.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
92,0,20.0,0,0,7.8542,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
93,0,46.0,1,0,61.175,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
94,0,26.0,1,2,20.575,4,True,False,True,False,True,False,False,False,True,False,False,False,3,S
95,0,59.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
96,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
97,0,71.0,0,0,34.6542,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
98,1,23.0,0,1,63.3583,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
99,1,34.0,0,1,23.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
100,0,34.0,1,0,26.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
101,0,28.0,0,0,7.8958,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
102,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
103,0,21.0,0,1,77.2875,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
104,0,33.0,0,0,8.6542,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
105,0,37.0,2,0,7.925,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
106,0,28.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
107,1,21.0,0,0,7.65,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
108,1,28.0,0,0,7.775,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
109,0,38.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
110,1,28.0,1,0,24.15,2,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
111,0,47.0,0,0,52.0,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
112,0,14.5,1,0,14.4542,2,False,False,False,False,True,True,False,False,False,False,False,False,3,C
113,0,22.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
114,0,20.0,1,0,9.825,2,False,False,True,False,True,True,False,False,False,False,False,False,3,S
115,0,17.0,0,0,14.4583,1,False,False,False,False,True,True,False,False,False,False,False,False,3,C
116,0,21.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
117,0,70.5,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
118,0,29.0,1,0,21.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
119,0,24.0,0,1,247.5208,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
120,0,2.0,4,2,31.275,7,False,False,True,False,True,True,False,False,False,False,False,False,3,S
121,0,21.0,2,0,73.5,3,True,False,True,True,False,False,False,False,True,False,False,False,2,S
122,0,28.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
123,0,32.5,1,0,30.0708,2,True,False,False,True,False,False,False,False,True,False,False,False,2,C
124,1,32.5,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
125,0,54.0,0,1,77.2875,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
126,1,12.0,1,0,11.2417,2,True,False,False,False,True,False,False,False,False,False,False,False,3,C
127,0,28.0,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
128,1,24.0,0,0,7.1417,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
129,1,28.0,1,1,22.3583,3,False,False,False,False,True,True,False,False,False,False,False,False,3,C
130,0,45.0,0,0,6.975,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
131,0,33.0,0,0,7.8958,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
132,0,20.0,0,0,7.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
133,0,47.0,1,0,14.5,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
134,1,29.0,1,0,26.0,2,False,False,True,True,False,False,False,False,False,True,False,False,2,S
135,0,25.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
136,0,23.0,0,0,15.0458,1,True,False,False,True,False,False,False,False,True,False,False,False,2,C
137,1,19.0,0,2,26.2833,3,False,False,True,False,False,True,False,False,False,False,False,False,1,S
138,0,37.0,1,0,53.1,2,True,False,True,False,False,False,False,False,True,False,False,False,1,S
139,0,16.0,0,0,9.2167,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
140,0,24.0,0,0,79.2,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
141,0,28.0,0,2,15.2458,3,False,False,False,False,True,False,False,False,False,True,False,False,3,C
142,1,22.0,0,0,7.75,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
143,1,24.0,1,0,15.85,2,False,False,True,False,True,False,False,False,False,True,False,False,3,S
144,0,19.0,0,0,6.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
145,0,18.0,0,0,11.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
146,0,19.0,1,1,36.75,3,True,False,True,True,False,False,False,False,True,False,False,False,2,S
147,1,27.0,0,0,7.7958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
148,0,9.0,2,2,34.375,5,False,False,True,False,True,True,False,False,False,False,False,False,3,S
149,0,36.5,0,2,26.0,3,True,False,True,True,False,False,False,False,True,False,False,False,2,S
150,0,42.0,0,0,13.0,1,True,False,True,True,False,False,False,False,False,False,False,True,2,S
151,0,51.0,0,0,12.525,1,True,False,True,True,False,False,False,False,False,False,False,True,2,S
152,1,22.0,1,0,66.6,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
153,0,55.5,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
154,0,40.5,0,2,14.5,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
155,0,28.0,0,0,7.3125,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
156,0,51.0,0,1,61.3792,2,True,False,False,False,False,False,False,False,True,False,False,False,1,C
157,1,16.0,0,0,7.7333,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
158,0,30.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
159,0,28.0,0,0,8.6625,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
160,0,28.0,8,2,69.55,11,True,False,True,False,True,False,False,False,False,False,False,False,3,S
161,0,44.0,0,1,16.1,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
162,1,40.0,0,0,15.75,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
163,0,26.0,0,0,7.775,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
164,0,17.0,0,0,8.6625,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
165,0,1.0,4,1,39.6875,6,True,False,True,False,True,False,False,False,False,False,False,False,3,S
166,1,9.0,0,2,20.525,3,True,False,True,False,True,False,False,False,False,False,False,False,3,S
167,1,28.0,0,1,55.0,2,False,False,True,False,False,False,False,False,False,True,False,False,1,S
168,0,45.0,1,4,27.9,6,False,False,True,False,True,False,False,False,False,True,False,False,3,S
169,0,28.0,0,0,25.925,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
170,0,28.0,0,0,56.4958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
171,0,61.0,0,0,33.5,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
172,0,4.0,4,1,29.125,6,True,True,False,False,True,False,False,False,False,False,False,False,3,Q
173,1,1.0,1,1,11.1333,3,False,False,True,False,True,True,False,False,False,False,False,False,3,S
174,0,21.0,0,0,7.925,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
175,0,56.0,0,0,30.6958,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
176,0,18.0,1,1,7.8542,3,True,False,True,False,True,False,False,False,True,False,False,False,3,S
177,0,28.0,3,1,25.4667,5,True,False,True,False,True,False,False,False,False,False,False,False,3,S
178,0,50.0,0,0,28.7125,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
179,0,30.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
180,0,36.0,0,0,0.0,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
181,0,28.0,8,2,69.55,11,False,False,True,False,True,True,False,False,False,False,False,False,3,S
182,0,28.0,0,0,15.05,1,True,False,False,True,False,False,False,False,True,False,False,False,2,C
183,0,9.0,4,2,31.3875,7,True,False,True,False,True,False,False,False,False,False,False,False,3,S
184,1,1.0,2,1,39.0,4,True,False,True,True,False,False,False,False,False,False,False,False,2,S
185,1,4.0,0,2,22.025,3,False,False,True,False,True,True,False,False,False,False,False,False,3,S
186,0,28.0,0,0,50.0,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
187,1,28.0,1,0,15.5,2,False,True,False,False,True,False,False,False,False,True,False,False,3,Q
188,1,45.0,0,0,26.55,1,True,False,True,False,False,False,False,False,True,False,False,False,1,S
189,0,40.0,1,1,15.5,3,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
190,0,36.0,0,0,7.8958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
191,1,32.0,0,0,13.0,1,False,False,True,True,False,False,False,False,False,True,False,False,2,S
192,0,19.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
193,1,19.0,1,0,7.8542,2,False,False,True,False,True,True,False,False,False,False,False,False,3,S
194,1,3.0,1,1,26.0,3,True,False,True,True,False,False,False,False,False,False,False,False,2,S
195,1,44.0,0,0,27.7208,1,False,False,False,False,False,False,False,False,False,True,False,False,1,C
196,1,58.0,0,0,146.5208,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
197,0,28.0,0,0,7.75,1,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
198,0,42.0,0,1,8.4042,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
199,1,28.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
200,0,24.0,0,0,13.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
201,0,28.0,0,0,9.5,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
202,0,28.0,8,2,69.55,11,True,False,True,False,True,False,False,False,True,False,False,False,3,S
203,0,34.0,0,0,6.4958,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
204,0,45.5,0,0,7.225,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
205,1,18.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
206,0,2.0,0,1,10.4625,2,False,False,True,False,True,True,False,False,False,False,False,False,3,S
207,0,32.0,1,0,15.85,2,True,False,True,False,True,False,False,False,True,False,False,False,3,S
208,1,26.0,0,0,18.7875,1,True,False,False,False,True,False,False,False,True,False,False,False,3,C
209,1,16.0,0,0,7.75,1,False,True,False,False,True,True,False,False,False,False,False,False,3,Q
210,1,40.0,0,0,31.0,1,True,False,False,False,False,False,False,False,True,False,False,False,1,C
211,0,24.0,0,0,7.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
212,1,35.0,0,0,21.0,1,False,False,True,True,False,True,False,False,False,False,False,False,2,S
213,0,22.0,0,0,7.25,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
214,0,30.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
215,0,28.0,1,0,7.75,2,True,True,False,False,True,False,False,False,True,False,False,False,3,Q
216,1,31.0,1,0,113.275,2,False,False,False,False,False,True,False,False,False,False,False,False,1,C
217,1,27.0,0,0,7.925,1,False,False,True,False,True,True,False,False,False,False,False,False,3,S
218,0,42.0,1,0,27.0,2,True,False,True,True,False,False,False,False,True,False,False,False,2,S
219,1,32.0,0,0,76.2917,1,False,False,False,False,False,True,False,False,False,False,False,False,1,C
220,0,30.0,0,0,10.5,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
221,1,16.0,0,0,8.05,1,True,False,True,False,True,False,False,False,True,False,False,False,3,S
222,0,27.0,0,0,13.0,1,True,False,True,True,False,False,False,False,True,False,False,False,2,S
